student_id,tenth_percentage,inter_percentage,cgpa,coding_score,dsa_score,projects_count,internships,aptitude_score,communication_skill,mock_interview_score,certifications,placement_status
2405,84.12,70.64,9.79,80,57,0,1,82,38,88,2,1
2406,81.05,64.32,5.34,95,75,2,2,20,50,89,2,1
2407,70.68,83.79,5.21,55,24,1,3,40,51,30,0,0
2408,64.37,96.74,6.04,43,65,2,1,39,98,70,1,0
2409,97.49,62.56,9.66,51,30,2,1,92,74,82,2,1
2410,74.52,80.68,9.7,78,84,1,1,48,50,53,3,1
2411,84.6,73.24,8.14,94,29,5,0,62,86,74,1,1
2412,61.04,74.21,9.22,24,60,4,2,64,70,97,2,1
2413,75.88,65.93,6.03,35,63,2,3,84,93,92,0,1
2414,56.18,90.48,9.67,30,52,5,2,22,46,39,4,0
2415,76.73,75.87,5.69,54,75,1,2,39,67,99,1,0
2416,96.45,78.37,5.49,94,31,2,1,56,62,77,1,0
2417,71.52,68.1,5.54,61,21,4,3,57,70,36,1,0
2418,56.68,62.82,7.75,29,20,1,2,93,88,53,1,0
2419,56.33,58.69,8.75,27,84,0,3,64,94,94,4,1
2420,71.68,85.71,6.76,45,52,0,0,61,90,81,4,0
2421,61.88,63.44,9.69,22,95,5,1,65,91,53,0,1
2422,56,84.67,7.09,78,55,0,0,79,69,91,1,1
2423,87.52,71.79,5.72,22,40,3,3,32,80,38,2,0
2424,74.72,72.88,7.24,57,55,2,1,50,60,85,3,0
2425,67.44,75.17,8.26,21,45,2,0,87,70,91,1,0
2426,93.7,70.81,8.99,36,66,1,1,81,97,61,4,1
2427,59.99,59.33,7.2,92,20,3,0,68,43,70,0,0
2428,96.1,68.31,7.85,55,57,2,2,37,49,90,1,1
2429,68.5,83.54,6.28,92,33,1,1,94,71,68,0,0
2430,93.2,83.63,8.1,21,65,4,3,72,69,48,2,1
2431,80.93,67.31,9.73,53,61,2,1,37,76,49,2,1
2432,90.55,74.78,5.24,46,26,5,3,70,81,44,2,0
2433,97.31,63.32,9.26,56,74,2,0,60,98,87,2,1
2434,67.4,64.05,7.7,90,75,4,0,86,72,81,3,1
2435,96.33,55.99,6.21,41,95,4,3,84,87,57,0,1
2436,71.75,93.56,9.58,87,82,2,0,25,96,36,1,1
2437,71.58,64.06,7.32,33,43,4,1,93,88,93,3,1
2438,69.64,64.78,6.59,42,92,1,0,56,50,20,1,0
2439,78.28,67.02,5.87,63,23,2,3,31,95,37,4,0
2440,61.63,60.48,6.17,84,61,2,3,21,49,82,3,1
2441,78.81,82.49,9,98,89,0,2,72,29,65,3,1
2442,78.29,58.23,7.95,97,47,5,3,44,63,38,4,1
2443,87.76,60.77,9.38,80,59,2,0,47,25,69,3,1
2444,90.85,82.72,6.11,74,70,0,3,64,46,73,0,1
2445,73.94,69.61,5.58,90,48,4,0,56,39,50,2,0
2446,68,85.44,5.03,69,61,5,0,36,39,84,1,0
2447,66.15,78.97,7.44,31,88,5,2,88,31,65,4,1
2448,63.37,66.01,9.79,98,24,4,0,75,68,54,2,1
2449,57.48,82.99,8.34,34,60,1,3,77,71,68,3,1
2450,69.73,60,6.48,36,80,0,3,23,29,53,0,0
2451,66.62,78.07,9.21,53,74,2,3,74,24,48,3,1
2452,96.56,73.8,8.75,54,47,0,0,68,83,25,4,0
2453,78.98,66.52,5.07,58,60,4,3,57,77,20,3,0
2454,69.93,80.97,8.92,97,28,4,1,64,27,74,0,1
2455,79.96,92.47,6.44,74,48,1,1,49,49,46,3,0
2456,60.99,97.95,5.72,78,97,5,3,56,36,31,3,1
2457,74.09,81.13,6.09,24,57,5,0,75,86,23,3,0
2458,81.93,72.4,7.25,49,81,4,3,46,40,99,3,1
2459,76.02,64.68,7.04,23,73,0,1,51,35,71,0,0
2460,72.28,66.06,6.39,34,71,5,0,30,46,30,1,0
2461,97.74,75.62,5.83,54,53,2,3,77,25,71,2,0
2462,92.85,70.79,8.66,93,56,2,0,96,61,45,4,1
2463,81.81,94.29,9.75,74,68,0,3,54,35,47,1,1
2464,79.48,70.84,8.73,85,61,1,2,36,64,91,0,1
2465,81.69,71.06,6.42,79,33,2,0,49,22,85,4,0
2466,63.66,71.49,6.18,43,52,0,1,37,59,46,4,0
2467,71.99,90.97,6.04,41,36,0,1,49,39,74,3,0
2468,56.7,82.98,5.66,63,94,4,1,35,26,90,2,1
2469,75.45,81.41,7.65,51,51,5,1,94,78,73,2,1
2470,78.35,69.37,7.91,70,98,4,3,73,30,65,0,1
2471,64.79,90.17,8.39,22,87,5,3,23,71,55,1,1
2472,96.45,56.65,8.27,89,58,1,0,34,22,40,3,0
2473,94.11,92.44,6.4,51,29,1,2,95,40,68,2,0
2474,86.05,77.05,6.59,21,43,1,2,46,72,53,3,0
2475,77.94,72.12,8.27,78,77,0,0,23,49,53,1,0
2476,92.41,76.38,6.68,92,88,0,1,54,30,59,4,1
2477,60.62,83.7,6.02,96,83,4,2,82,44,26,1,1
2478,88.99,55.55,6.8,33,38,2,2,85,69,71,4,0
2479,60.37,92.48,6.31,70,27,5,0,58,28,68,1,0
2480,89.15,74.21,5.42,30,90,5,1,47,64,56,3,0
2481,66.86,69.75,8.98,97,59,1,3,53,48,81,1,1
2482,92.71,60.94,9.09,99,32,5,3,52,81,34,2,1
2483,95.59,73.9,6.05,29,46,3,2,69,34,21,2,0
2484,61.4,76.34,5.31,99,21,1,3,79,38,30,0,0
2485,74.9,72.36,8.55,77,35,5,0,91,34,36,2,0
2486,97.18,84.18,6.02,53,33,4,2,91,58,64,2,0
2487,75.79,73.1,6.89,99,36,5,2,61,54,87,4,1
2488,92.13,96.34,5.31,97,79,0,1,47,32,80,3,1
2489,80.32,80.77,6.09,72,89,4,3,94,35,65,3,1
2490,71.14,89.72,8.81,47,36,4,1,46,86,51,4,0
2491,67.29,59.7,8.86,37,64,4,2,20,74,38,2,0
2492,63.74,72.08,5.99,45,57,3,3,27,84,86,1,0
2493,87.76,69.48,6.61,26,83,3,1,65,54,23,4,0
2494,71.62,79.49,5.64,64,25,5,3,43,35,44,3,0
2495,76.98,92.03,5.36,64,79,1,2,59,20,92,0,0
2496,76.17,58.37,9.76,90,68,5,2,70,69,40,3,1
2497,79.82,58.12,8.15,54,40,5,2,43,33,33,1,0
2498,92.22,91.56,7.6,71,42,5,0,41,81,41,3,0
2499,97.17,64.15,8.67,40,95,0,1,93,26,67,4,1
2500,72.53,83.76,9.03,47,76,4,1,87,42,70,0,1
2501,90.58,78.34,8.87,63,83,2,2,27,82,99,3,1
2502,87.87,90.81,5.08,99,48,1,1,77,48,30,4,0
2503,79.66,60.38,5.9,75,46,1,2,34,41,78,4,0
2504,96.11,60.58,8.14,29,25,4,1,27,99,33,4,0
2505,63.62,78.94,6.8,42,40,1,3,61,25,26,0,0
2506,59.7,95.69,9.72,67,90,4,1,58,48,88,4,1
2507,91.72,72.84,8.19,71,60,1,2,54,21,77,0,0
2508,73.88,69.06,9.59,34,99,5,1,60,83,59,1,1
2509,91.42,81.09,5.97,74,24,0,3,67,55,44,1,0
2510,93.4,95.01,9.15,62,34,1,3,97,39,97,1,1
2511,57.69,90.99,6.54,69,40,1,3,90,74,61,4,1
2512,92.99,97.81,9.75,25,77,2,2,63,56,63,0,1
2513,74.28,55.97,5.76,52,23,0,0,54,71,24,1,0
2514,76.95,59.85,7.48,81,88,5,2,46,88,47,2,1
2515,81.94,81.21,8.81,74,26,0,3,84,89,95,1,1
2516,94.83,90.28,7.08,58,54,0,1,89,41,79,4,0
2517,55.82,67.27,7.25,31,55,1,3,85,34,96,2,0
2518,75.5,65.29,9.73,50,34,3,0,90,66,40,3,0
2519,84.57,88.84,7.04,93,21,1,0,91,90,68,2,1
2520,86.08,57.42,7.9,72,76,4,3,82,88,75,3,1
2521,84.78,70.88,5.26,53,24,2,2,99,71,76,2,0
2522,60.78,76.75,9.04,60,90,0,0,48,58,80,0,1
2523,67.87,79.09,8.11,29,51,4,3,50,21,57,2,0
2524,70.42,86.33,6.94,71,91,5,2,83,64,92,1,1
2525,89.59,70.26,5.08,94,60,4,1,72,43,21,3,0
2526,66.99,81.35,7.84,76,61,3,2,93,80,22,3,1
2527,64.06,80.17,5.06,97,94,0,0,87,84,62,1,1
2528,96.17,78.55,5.01,22,84,1,2,44,72,93,0,0
2529,55.38,82.54,7.96,76,59,0,2,32,40,54,2,0
2530,97.91,66.16,5.91,52,57,2,1,59,86,92,0,0
2531,84.1,58.64,5.92,26,61,0,3,91,20,59,1,0
2532,90.62,60.13,8.14,23,56,4,2,26,78,77,2,0
2533,67.67,64.66,5.26,58,75,4,1,51,66,53,1,0
2534,55.62,76.51,6.5,67,90,1,0,43,37,44,3,0
2535,86.73,91.14,5.72,93,74,1,3,20,52,75,3,1
2536,90.87,85.16,7.78,98,73,1,0,66,34,51,3,1
2537,86.84,88.93,8.18,35,41,5,3,70,43,41,4,0
2538,61.14,70.09,8.46,57,46,2,2,55,55,84,4,1
2539,87.4,72.4,6.23,23,66,5,2,46,79,40,3,0
2540,88.06,71.93,5.43,23,57,5,3,89,53,99,4,1
2541,83.32,63.25,5.38,46,58,5,0,61,70,40,4,0
2542,87.94,57.63,7.05,36,34,0,0,95,59,47,1,0
2543,91.37,80.41,9.54,89,85,3,0,87,41,38,2,1
2544,81.38,97.54,6.05,73,80,0,2,89,35,33,3,0
2545,58.81,62.17,6.23,27,79,1,3,32,61,43,4,0
2546,75.97,57.01,5.48,72,27,2,3,44,35,39,1,0
2547,58.34,88.52,7.91,24,63,5,0,41,24,51,1,0
2548,72.52,65.86,8.26,88,62,0,2,40,25,93,2,1
2549,72.51,90.67,8.09,66,25,4,3,34,61,71,1,1
2550,57.84,85.27,9.13,93,46,5,3,86,49,84,0,1
2551,70,95.66,7.33,59,64,0,0,56,51,71,0,0
2552,59.77,72.58,5.65,26,42,4,0,64,72,77,3,0
2553,89.75,83.46,6.39,31,32,0,3,45,38,98,2,0
2554,95.75,74.99,8.18,44,87,0,2,74,70,29,0,0
2555,58.11,82.12,7.94,47,83,5,1,69,47,89,2,1
2556,96.07,74.33,7.55,62,44,0,3,54,66,34,3,0
2557,77.47,63.11,8.28,96,71,1,3,60,91,66,1,1
2558,67.88,76.84,8.06,66,67,4,2,91,20,29,1,1
2559,58.31,77.73,9.23,68,80,2,3,30,87,40,1,1
2560,76.53,89.86,7.81,73,36,3,1,27,76,38,0,0
2561,89.16,86.63,8.74,37,59,5,2,73,41,87,2,1
2562,85.4,83.54,6.19,46,94,4,1,20,77,41,0,0
2563,57.16,59.88,8.26,91,88,1,1,39,32,82,4,1
2564,58.13,85.99,9.33,25,45,4,3,53,58,57,2,0
2565,72.32,76.51,6.85,94,99,2,1,76,46,34,3,1
2566,67.7,93.45,8.74,88,75,5,3,32,58,89,0,1
2567,64.99,94.55,8.48,90,59,4,3,73,91,94,1,1
2568,67.08,57.37,5.29,41,87,1,2,72,31,63,1,0
2569,89.55,90.29,7.79,78,27,5,2,71,43,49,1,1
2570,94.96,56.62,5.62,66,92,1,2,25,37,43,0,0
2571,72.42,70.79,9.64,87,64,5,3,55,34,65,0,1
2572,93.96,78.32,8.89,51,36,3,1,44,79,23,1,0
2573,68.82,61.37,5.53,20,60,2,1,77,35,25,1,0
2574,75.49,87.09,5.58,73,96,3,2,74,93,57,1,1
2575,64.72,55.36,7.85,65,28,0,2,22,66,45,4,0
2576,82.54,62.25,6.66,60,89,1,3,47,43,38,0,0
2577,97.1,79.97,5.17,60,43,3,0,87,64,21,1,0
2578,80.95,85.72,7.6,27,92,1,0,57,38,87,3,0
2579,70.39,94.42,6.86,51,30,5,3,53,60,88,1,1
2580,82.86,85.34,5.49,49,54,1,0,32,50,66,0,0
2581,60.29,83.89,8.85,65,48,0,0,24,35,48,3,0
2582,93.21,71.96,9.39,71,27,1,0,79,42,83,0,0
2583,76.63,55.06,8.63,80,36,5,2,36,97,99,0,1
2584,74.32,60.17,8.95,32,90,5,1,76,42,31,0,1
2585,80.19,77.99,6.04,59,31,3,1,50,60,92,2,0
2586,81.87,84.03,6.27,80,98,2,2,84,37,30,3,1
2587,58.09,72.95,6,63,69,4,2,85,55,27,4,1
2588,84.35,86.42,8.67,81,43,3,2,52,31,79,4,1
2589,65.4,77.44,9.55,63,56,0,0,23,94,45,2,0
2590,85.7,58.19,8.44,67,97,4,3,74,88,51,0,1
2591,90.37,63.26,9.23,93,30,1,3,43,70,58,4,1
2592,89.57,91.12,8.07,78,78,3,0,51,51,23,3,1
2593,78.76,86.17,6.86,76,74,4,0,92,90,63,1,1
2594,77.37,93.47,7.04,30,46,3,2,66,55,54,3,0
2595,61.14,60.05,5.36,44,86,1,2,35,59,70,0,0
2596,88.34,97.58,5.15,80,79,5,1,40,89,70,3,1
2597,66.67,64,8.34,65,21,3,2,86,57,48,0,0
2598,76.36,55.51,7.1,73,87,0,0,50,73,97,3,1
2599,67.22,97.89,7.65,53,37,4,1,33,23,55,2,0
2600,60.75,67.09,7.68,26,39,4,2,25,65,97,3,0
2601,82.07,83.72,6.33,81,82,4,1,88,82,79,4,1
2602,57.34,62.6,7.28,76,97,3,1,48,93,34,1,1
2603,87.19,79.95,7.26,95,91,1,2,74,69,70,2,1
2604,68.66,93.87,6.86,24,21,3,3,56,49,69,3,0
2605,55.01,68.77,8.94,95,61,3,0,78,92,74,0,1
2606,76.98,83.82,7.17,54,47,5,0,55,35,31,2,0
2607,57.01,63.08,7.9,56,48,4,1,95,71,69,4,1
2608,66.88,81.87,9.3,79,88,1,3,78,23,81,1,1
2609,85.4,69.47,9.16,84,47,2,3,97,45,24,1,1
2610,57.7,64.08,9.27,35,79,1,2,83,48,46,3,1
2611,91.09,68.47,6.3,49,24,3,2,62,30,98,4,0
2612,55.16,62.69,5.17,92,34,0,0,61,43,28,4,0
2613,65.61,93.78,6.25,61,92,1,2,93,70,54,1,1
2614,86.86,72.08,6.34,80,51,4,2,79,61,32,1,1
2615,68.6,65.55,9.36,93,71,0,1,81,58,63,4,1
2616,59.38,74.28,8.12,96,56,2,3,83,26,65,1,1
2617,70.49,68.78,5.39,67,34,2,3,77,37,87,0,0
2618,66.63,87.01,5.65,81,60,0,2,21,22,96,1,0
2619,91.24,96.76,5.75,83,23,2,2,97,82,93,0,1
2620,68.47,73.84,8.03,76,72,0,2,90,39,72,1,1
2621,88.92,92.02,8.53,87,46,3,0,27,92,20,2,0
2622,93.35,79.33,9.13,65,40,0,0,75,93,30,2,0
2623,73.65,61.76,9.52,47,79,3,1,55,89,69,2,1
2624,94.13,84.7,5.97,96,83,4,0,88,36,28,0,1
2625,71.22,77.08,6.49,22,90,4,3,32,98,57,0,1
2626,96.46,82.98,6.15,56,66,2,0,58,78,32,3,0
2627,58.84,93.26,6.72,67,73,5,3,25,73,24,3,1
2628,84.54,73.94,9.39,38,50,5,0,38,32,44,1,0
2629,76.23,93.75,7.76,36,36,0,0,44,61,29,0,0
2630,71.67,87.28,8.54,59,69,3,1,22,63,24,2,0
2631,82.21,76.01,7.35,69,26,4,2,72,99,41,2,1
2632,85.27,80.94,5.14,92,47,4,2,47,86,61,2,1
2633,55.19,69,5.31,48,29,4,2,45,91,39,1,0
2634,62.18,97.29,7.58,70,46,2,1,66,39,47,0,0
2635,85.66,83.7,8.45,61,32,4,3,27,66,40,1,0
2636,83.65,56.89,6.03,48,85,5,0,76,43,30,4,0
2637,96.54,69.04,8.47,85,79,1,1,74,70,88,4,1
2638,87.72,81.8,8.89,36,62,2,3,98,37,56,3,1
2639,95.88,57.42,6.98,50,88,0,1,20,42,68,0,0
2640,85.21,56.03,8.58,71,82,1,1,59,20,88,2,1
2641,67.82,74.35,6.94,58,89,2,3,42,85,52,0,1
2642,59.53,69.31,8.26,79,84,2,2,73,24,64,3,1
2643,88.62,73.85,8.67,70,86,3,0,61,37,27,2,1
2644,82.7,66.3,9.76,35,73,1,2,99,99,25,1,1
2645,57.07,62.08,6.66,33,55,1,1,69,93,34,2,0
2646,70.48,84.63,6.97,61,90,5,3,23,54,34,4,1
2647,96.14,77.13,5.79,70,34,1,1,27,44,28,1,0
2648,76.52,63.61,5.98,43,94,4,2,55,43,80,2,1
2649,73.61,68.74,8.33,62,37,5,2,29,32,75,1,0
2650,74.68,80.45,9.4,92,23,4,2,49,40,24,4,1
2651,63.98,58.11,6.89,38,30,5,0,35,58,45,4,0
2652,70.85,61.34,5.86,80,25,0,2,49,53,99,0,0
2653,70.9,58.15,6.37,82,70,5,0,83,38,76,4,1
2654,57.25,89.93,7.18,45,77,0,0,93,47,54,4,0
2655,88.01,87.35,6.4,54,79,5,2,30,30,29,4,0
2656,72.91,87.39,6.12,86,37,0,3,53,68,99,3,1
2657,90.35,85.8,8.53,75,98,4,1,99,54,40,4,1
2658,91.56,83.78,5.04,59,86,5,1,74,95,31,0,1
2659,64.12,75.51,7.59,48,36,3,0,23,76,28,1,0
2660,83.27,82.62,8.81,25,53,5,0,68,47,35,3,0
2661,75.31,56.65,6.28,71,49,0,0,63,85,92,1,0
2662,92.85,81.72,7.9,20,38,2,1,50,84,73,1,0
2663,64.28,88.45,8.21,71,28,4,0,67,92,42,0,0
2664,84.15,76.52,8.14,43,59,3,3,45,41,58,3,0
2665,81.13,70.37,7.14,53,63,2,3,89,70,41,2,1
2666,67.7,66.93,6.66,26,78,2,0,31,28,74,4,0
2667,60.87,82.64,9.01,94,44,4,1,64,90,50,1,1
2668,83.02,84.79,8.64,30,90,5,2,27,55,93,1,1
2669,86.76,92.45,6.54,55,72,1,1,28,73,66,0,0
2670,68.57,69.72,5.49,39,67,3,2,20,57,46,0,0
2671,82.73,88.1,5.34,82,90,5,2,24,85,67,0,1
2672,71.99,79.14,5.45,99,72,4,0,90,62,58,3,1
2673,85.67,92.96,7.8,82,68,1,3,73,24,40,4,1
2674,63.57,77.7,5.25,88,62,4,0,43,56,34,3,0
2675,93.28,77.26,6.62,49,38,4,2,45,77,64,0,0
2676,67.36,79.85,8.62,49,85,2,0,29,82,38,0,0
2677,70.81,87.22,6.41,41,53,5,2,80,70,72,1,1
2678,57.5,96.48,8.66,80,92,4,0,59,91,74,3,1
2679,59.8,58.16,8.58,40,73,5,3,63,62,68,3,1
2680,77.18,57.3,6.18,56,20,1,3,31,86,97,4,0
2681,66.51,95.31,8.5,46,74,2,1,41,86,80,3,1
2682,90.93,77.78,8.59,54,34,1,2,46,84,79,4,1
2683,55.63,81.44,6.91,57,34,1,2,86,81,95,2,1
2684,71.3,75.74,6.01,79,42,2,0,88,82,43,4,0
2685,69.51,59.03,7.5,89,85,5,1,33,49,58,0,1
2686,55.83,88.03,9.42,51,65,1,3,44,57,80,2,1
2687,60.35,87.13,8.07,99,28,0,0,71,70,42,1,0
2688,72.79,68.4,5.83,99,85,5,1,78,57,91,1,1
2689,76.19,68.17,8.28,46,85,4,3,57,86,98,1,1
2690,72.38,91.03,7.05,22,37,2,0,39,96,58,0,0
2691,77.83,58.11,7.84,68,36,2,3,97,67,91,1,1
2692,80.59,92.89,8.52,49,91,5,2,39,31,30,4,1
2693,55.43,66.04,7.47,41,53,0,1,75,39,61,0,0
2694,74.96,80.5,8.91,38,88,0,3,49,91,44,3,1
2695,96.43,95.25,8.47,50,83,0,1,60,21,53,0,0
2696,77.32,84.16,7.95,39,63,0,0,90,94,41,0,0
2697,84.13,72.82,5.72,38,48,3,1,82,74,21,3,0
2698,68.41,84.65,9.01,21,81,2,0,88,25,70,4,0
2699,88.28,69.79,9.49,59,35,1,1,48,81,35,2,0
2700,88.24,66.92,5.66,58,97,2,0,98,68,30,3,0
2701,77.42,97.86,7.34,91,71,2,0,96,73,97,0,1
2702,96.97,87.28,6.24,73,21,2,0,63,29,88,1,0
2703,60.4,82.72,8.62,46,80,0,3,98,43,81,3,1
2704,55.73,70.28,8.46,98,23,0,2,76,48,38,3,0
2705,88.12,57.11,5.68,31,71,3,1,43,25,48,2,0
2706,89.71,56.34,9.21,97,60,5,2,38,77,61,0,1
2707,60.17,78.83,5.87,90,71,2,2,36,97,42,1,1
2708,66.42,87.77,8.83,36,50,4,2,88,76,79,1,1
2709,55.75,78.11,7.19,29,45,5,2,80,22,92,2,0
2710,67.61,91.15,6.58,38,46,3,1,23,43,37,1,0
2711,88.25,56.44,5.76,49,70,0,1,41,38,74,4,0
2712,77.27,70.77,5.8,49,67,2,2,93,28,37,3,0
2713,69.97,65.19,8.18,44,30,0,1,25,49,46,3,0
2714,70.98,74.23,7.64,93,27,5,1,49,96,20,1,1
2715,55.06,58.11,5.59,85,31,1,0,94,63,33,1,0
2716,67.89,96.03,5.54,54,64,0,1,30,72,78,1,0
2717,82.8,64.6,5.35,70,53,0,3,67,87,97,3,1
2718,96.89,94.66,8.57,90,96,3,2,65,79,52,1,1
2719,91.42,73.31,8.42,90,91,1,1,46,42,55,4,1
2720,56.01,97.38,5.28,46,66,5,2,38,80,58,4,0
2721,93.64,78.82,7.69,29,40,4,1,78,26,95,3,0
2722,88.68,95.03,5.41,62,60,4,2,87,63,64,0,1
2723,88.56,55.23,9.34,74,94,4,3,73,74,44,0,1
2724,74.69,87.17,9.35,90,41,2,1,36,94,34,0,1
2725,72.11,93.83,8.35,25,40,4,1,69,58,39,4,0
2726,68.03,61.01,9.45,25,47,2,3,59,78,53,2,0
2727,57.82,59.13,8.89,96,86,5,1,30,24,77,0,1
2728,64.81,73.26,8.98,67,90,5,2,33,61,79,2,1
2729,65.6,95.15,7.73,96,33,0,3,32,33,97,3,1
2730,75.82,78.32,6.47,21,98,4,0,99,46,49,4,0
2731,87.14,77.68,6.05,70,92,3,2,47,35,32,0,0
2732,75.37,61.07,6.57,80,71,5,1,63,21,97,4,1
2733,57.49,55.03,8.02,38,62,1,2,82,38,86,3,0
2734,96.18,89.84,5.83,21,90,1,3,80,42,64,4,0
2735,95.54,58.77,6.24,70,95,5,1,36,60,59,1,1
2736,88.76,82.26,7.25,45,38,0,1,69,33,99,0,0
2737,97.63,94.33,6.12,89,46,1,3,45,66,57,4,1
2738,78.41,63.97,7.83,39,37,1,0,26,82,94,4,0
2739,96.4,83.61,9.43,42,32,0,1,98,27,66,4,0
2740,58.25,58.38,8.59,73,20,0,1,35,46,48,3,0
2741,70.72,80.96,8.2,34,53,0,1,36,59,53,0,0
2742,64.69,62.05,7.8,25,32,3,0,54,47,30,0,0
2743,63.42,86.65,7.34,54,70,0,2,42,87,39,1,0
2744,61.05,67.95,5.9,94,20,0,0,88,80,39,1,0
2745,81.76,74.93,9.29,27,47,0,2,28,57,92,4,0
2746,88.6,80.78,6.19,76,51,5,1,37,94,75,0,1
2747,79.87,62.36,5.44,69,91,4,2,94,43,42,0,1
2748,61.32,86.89,8.6,68,74,5,2,67,47,44,4,1
2749,89.88,68.01,5.84,40,45,4,2,91,60,52,2,0
2750,82.35,83.48,6.79,55,33,3,2,85,37,50,0,0
2751,71.69,61.81,5.14,90,87,3,1,42,68,93,4,1
2752,83.99,84.59,5.66,88,82,1,3,29,45,98,4,1
2753,66.18,60.51,5.83,77,33,5,0,57,22,20,2,0
2754,69.84,73.29,5.26,82,46,4,2,78,96,73,1,1
2755,94.45,65.63,8.15,35,60,3,1,87,57,35,4,0
2756,67.49,87.18,9.02,25,22,3,1,62,33,78,0,0
2757,75.21,66.27,6.79,97,78,5,1,31,20,85,1,1
2758,93.28,92.91,9.2,71,42,1,1,72,30,22,1,0
2759,85.43,93.35,6.02,21,37,0,2,33,59,34,1,0
2760,57.67,63.45,6.56,96,93,2,0,71,23,51,4,1
2761,61.33,81.4,5.72,37,95,1,1,91,53,69,0,0
2762,55.34,58.77,7.98,95,60,2,0,80,84,79,2,1
2763,82.13,71.84,7.02,54,27,1,0,60,75,27,3,0
2764,74.25,85.67,7.94,58,51,1,0,40,29,26,3,0
2765,60.77,83.36,8.66,20,60,0,3,67,90,23,1,0
2766,96.19,81.86,7.62,56,64,3,1,75,83,29,3,1
2767,77.78,67.15,8.01,40,97,4,1,54,32,79,3,1
2768,65.4,71.26,9.49,20,28,1,1,63,41,44,4,0
2769,76.53,59.43,6.44,23,67,0,0,58,75,61,2,0
2770,84.22,85.92,6.72,77,43,2,1,34,84,66,3,0
2771,58.28,76.67,8.44,20,63,5,1,31,32,51,2,0
2772,66.81,85.48,7.93,32,77,5,0,27,20,93,3,0
2773,89.7,65.7,5.86,65,85,3,1,86,57,92,1,1
2774,74.77,68.95,6.81,66,37,5,2,20,77,44,1,0
2775,78.5,69.37,7.25,95,99,1,3,99,44,35,2,1
2776,73.61,56.11,7.01,26,48,2,2,61,61,68,2,0
2777,56.89,69.67,5.86,70,94,1,2,50,52,35,2,0
2778,62.13,89.54,9.44,22,21,5,2,93,76,57,2,0
2779,74.16,93.58,8.66,69,97,4,0,49,56,24,0,1
2780,63.99,77.28,7.31,45,87,5,1,62,76,26,1,1
2781,57.15,74.59,8.26,50,58,4,2,45,81,96,3,1
2782,91.28,56.33,9.31,81,92,5,2,31,22,27,0,1
2783,97.19,92.81,5.65,45,60,3,1,78,49,52,2,0
2784,89.11,55.56,6.2,86,90,2,0,88,86,81,3,1
2785,91.71,95.62,7.6,74,94,4,2,92,82,93,1,1
2786,65.41,76.04,8.84,47,41,0,1,30,42,51,2,0
2787,96.31,69.7,5.17,63,68,3,1,66,91,20,4,0
2788,63.47,94.74,9.72,57,47,1,3,42,92,39,2,1
2789,95.91,56.05,7.18,49,35,5,2,62,85,74,3,1
2790,97.78,80,6.72,85,87,2,2,96,80,82,1,1
2791,85.6,78.6,6.41,27,81,2,3,58,21,97,2,0
2792,97.19,64.43,5.84,33,55,5,1,92,46,98,1,0
2793,79.49,73.44,8.8,81,41,0,1,74,67,25,0,0
2794,66.16,83.05,9.59,94,30,4,2,37,82,71,4,1
2795,73.79,86.27,6.99,82,99,5,2,61,24,21,0,1
2796,80.52,55.03,9.57,98,61,2,3,45,20,58,4,1
2797,58.14,95.28,8.95,85,74,0,2,37,41,51,0,1
2798,81.76,62.07,7.31,59,92,0,2,60,93,70,1,1
2799,97.19,65.04,8.24,32,54,1,0,61,43,88,1,0
2800,63.17,66.33,7.09,36,76,0,3,52,78,51,0,0
2801,89.08,56.63,7.68,34,53,3,1,62,98,22,3,0
2802,94.04,60.29,5.28,52,92,2,2,33,69,81,0,0
2803,95.58,97.41,8.34,35,96,3,1,74,42,32,2,1
2804,96.29,68.55,5.25,32,89,0,2,77,97,89,3,1
2805,77.42,59.96,8.92,42,23,0,0,29,37,40,1,0
2806,97.02,59.6,8.96,55,65,3,3,47,41,80,0,1
2807,87.56,85.94,6.14,62,30,1,3,33,63,33,3,0
2808,61.95,91.75,6.55,69,80,0,1,45,63,90,2,1
2809,75.51,66.05,7.31,93,54,3,0,93,56,41,4,1
2810,85.89,55.9,7.86,32,88,3,1,36,26,51,1,0
2811,65.64,64.59,6.38,49,76,2,0,53,43,60,3,0
2812,82.55,57.43,7.84,76,30,1,2,33,96,51,3,0
2813,83.66,59.45,6.43,49,31,4,2,45,60,61,3,0
2814,62,73.55,5.27,90,62,3,0,53,89,71,0,1
2815,79.3,64.89,5.01,29,38,2,2,43,90,73,1,0
2816,88.18,77.19,5.49,85,96,4,3,89,37,81,1,1
2817,76.45,65.9,8.8,58,87,2,0,39,98,62,0,1
2818,55.52,95.44,9.61,56,97,2,0,58,91,22,0,1
2819,55.39,93.96,7.05,22,78,5,1,64,79,57,0,0
2820,70.35,79.37,7.46,53,21,1,0,53,71,58,2,0
2821,94.83,70.24,5.7,57,27,0,1,41,99,89,3,0
2822,64.83,71.39,7.64,33,41,1,0,90,68,64,2,0
2823,82.28,72.71,5.69,83,96,4,3,52,86,65,1,1
2824,64.55,86.29,7.93,58,40,5,3,25,64,32,0,0
2825,68.83,74.42,9.48,73,48,1,3,35,28,71,3,1
2826,91.47,91.84,5.94,21,94,0,1,91,45,28,4,0
